category,name,device,dtype,shape,on_cpu,allowed_cpu_reason
lora_A,L9.down_proj.A,cuda:0,torch.bfloat16,8x4864,False,
lora_B,L9.down_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L10.q_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L10.q_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L10.k_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L10.k_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L10.v_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L10.v_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L10.o_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L10.o_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L10.gate_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L10.gate_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L10.up_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L10.up_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L10.down_proj.A,cuda:0,torch.bfloat16,8x4864,False,
lora_B,L10.down_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L11.q_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L11.q_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L11.k_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L11.k_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L11.v_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L11.v_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L11.o_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L11.o_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L11.gate_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L11.gate_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L11.up_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L11.up_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L11.down_proj.A,cuda:0,torch.bfloat16,8x4864,False,
lora_B,L11.down_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L12.q_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L12.q_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L12.k_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L12.k_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L12.v_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L12.v_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L12.o_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L12.o_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L12.gate_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L12.gate_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L12.up_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L12.up_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L12.down_proj.A,cuda:0,torch.bfloat16,8x4864,False,
lora_B,L12.down_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L13.q_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L13.q_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L13.k_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L13.k_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L13.v_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L13.v_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L13.o_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L13.o_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L13.gate_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L13.gate_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L13.up_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L13.up_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L13.down_proj.A,cuda:0,torch.bfloat16,8x4864,False,
lora_B,L13.down_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L14.q_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L14.q_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L14.k_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L14.k_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L14.v_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L14.v_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L14.o_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L14.o_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L14.gate_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L14.gate_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L14.up_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L14.up_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L14.down_proj.A,cuda:0,torch.bfloat16,8x4864,False,
lora_B,L14.down_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L15.q_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L15.q_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L15.k_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L15.k_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L15.v_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L15.v_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L15.o_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L15.o_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L15.gate_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L15.gate_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L15.up_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L15.up_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L15.down_proj.A,cuda:0,torch.bfloat16,8x4864,False,
lora_B,L15.down_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L16.q_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L16.q_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L16.k_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L16.k_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L16.v_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L16.v_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L16.o_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L16.o_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L16.gate_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L16.gate_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L16.up_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L16.up_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L16.down_proj.A,cuda:0,torch.bfloat16,8x4864,False,
lora_B,L16.down_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L17.q_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L17.q_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L17.k_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L17.k_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L17.v_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L17.v_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L17.o_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L17.o_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L17.gate_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L17.gate_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L17.up_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L17.up_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L17.down_proj.A,cuda:0,torch.bfloat16,8x4864,False,
lora_B,L17.down_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L18.q_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L18.q_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L18.k_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L18.k_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L18.v_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L18.v_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L18.o_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L18.o_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L18.gate_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L18.gate_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L18.up_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L18.up_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L18.down_proj.A,cuda:0,torch.bfloat16,8x4864,False,
lora_B,L18.down_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L19.q_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L19.q_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L19.k_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L19.k_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L19.v_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L19.v_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L19.o_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L19.o_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L19.gate_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L19.gate_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L19.up_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L19.up_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L19.down_proj.A,cuda:0,torch.bfloat16,8x4864,False,
lora_B,L19.down_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L20.q_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L20.q_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L20.k_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L20.k_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L20.v_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L20.v_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L20.o_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L20.o_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L20.gate_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L20.gate_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L20.up_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L20.up_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L20.down_proj.A,cuda:0,torch.bfloat16,8x4864,False,
lora_B,L20.down_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L21.q_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L21.q_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L21.k_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L21.k_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L21.v_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L21.v_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L21.o_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L21.o_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L21.gate_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L21.gate_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L21.up_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L21.up_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L21.down_proj.A,cuda:0,torch.bfloat16,8x4864,False,
lora_B,L21.down_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L22.q_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L22.q_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L22.k_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L22.k_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L22.v_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L22.v_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L22.o_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L22.o_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L22.gate_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L22.gate_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L22.up_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L22.up_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L22.down_proj.A,cuda:0,torch.bfloat16,8x4864,False,
lora_B,L22.down_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L23.q_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L23.q_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L23.k_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L23.k_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L23.v_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L23.v_proj.B,cuda:0,torch.bfloat16,128x8,False,
lora_A,L23.o_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L23.o_proj.B,cuda:0,torch.bfloat16,896x8,False,
lora_A,L23.gate_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L23.gate_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L23.up_proj.A,cuda:0,torch.bfloat16,8x896,False,
lora_B,L23.up_proj.B,cuda:0,torch.bfloat16,4864x8,False,
lora_A,L23.down_proj.A,cuda:0,torch.bfloat16,8x4864,False,
lora_B,L23.down_proj.B,cuda:0,torch.bfloat16,896x8,False,
activation,embed_out,cuda:0,torch.bfloat16,42x896,False,
rope,cos,cuda:0,torch.bfloat16,42x64,False,
rope,sin,cuda:0,torch.bfloat16,42x64,False,
rmsnorm,L0.attn_norm_out,cuda:0,torch.bfloat16,42x896,False,
qkv,L0.q,cuda:0,torch.bfloat16,42x896,False,
qkv,L0.k,cuda:0,torch.bfloat16,42x128,False,
qkv,L0.v,cuda:0,torch.bfloat16,42x128,False,
attn_scores,L0.scores,cuda:0,torch.bfloat16,14x42x42,False,
attn_probs,L0.attn,cuda:0,torch.bfloat16,14x42x42,False,
attn_out,L0.attn_out_pre_oproj,cuda:0,torch.bfloat16,42x896,False,
attn_out,L0.o_proj_out,cuda:0,torch.bfloat16,42x896,False,
residual,L0.attn_residual,cuda:0,torch.bfloat16,42x896,False,
rmsnorm,L0.mlp_norm_out,cuda:0,torch.bfloat16,42x896,False,
mlp,L0.gate,cuda:0,torch.bfloat16,42x4864,False,
mlp,L0.up,cuda:0,torch.bfloat16,42x4864,False,
mlp,L0.swiglu,cuda:0,torch.bfloat16,42x4864,False,
mlp,L0.down,cuda:0,torch.bfloat16,42x896,False,
residual,L0.mlp_residual,cuda:0,torch.bfloat16,42x896,False,
optimizer_param,L0.q_proj.A,cuda:0,torch.bfloat16,8x896,False,
optimizer_param,L0.q_proj.B,cuda:0,torch.bfloat16,896x8,False,
optimizer_param,L0.k_proj.A,cuda:0,torch.bfloat16,8x896,False,
optimizer_param,L0.k_proj.B,cuda:0,torch.bfloat16,128x8,False,
logits,logits_masked,cuda:0,torch.bfloat16,42x151936,False,
dlogits,dlogits_masked,cuda:0,torch.bfloat16,42x151936,False,
grad_A,L0.q_proj.gA,cuda:0,torch.bfloat16,8x896,False,
grad_B,L0.q_proj.gB,cuda:0,torch.bfloat16,896x8,False,
grad_A,L0.k_proj.gA,cuda:0,torch.bfloat16,8x896,False,
grad_B,L0.k_proj.gB,cuda:0,torch.bfloat16,128x8,False,
staged_grad_cpu,0.q_proj.staged_to_TDX,cpu,torch.float32,8x896,True,transport_staging_buffer_to_TDX
