section,strategy,metric,value
gradient_leakage,fresh_masks_fresh_u_with_pad,"optimizer_state (SGD momentum / AdamW m, v).contains_plaintext",True
gradient_leakage,fresh_masks_fresh_u_with_pad,"optimizer_state (SGD momentum / AdamW m, v).leakage_risk",low
gradient_leakage,fresh_masks_fresh_u_with_pad,"optimizer_state (SGD momentum / AdamW m, v).mitigation",Trusted-only; never exported to JSON/CSV/Markdown.
gradient_leakage,fresh_masks_fresh_u_with_pad,"optimizer_state (SGD momentum / AdamW m, v).stage_7_0_status",covered
gradient_leakage,fresh_masks_fresh_u_with_pad,base_weight_W.visibility,public
gradient_leakage,fresh_masks_fresh_u_with_pad,base_weight_W.contains_plaintext,True
gradient_leakage,fresh_masks_fresh_u_with_pad,base_weight_W.leakage_risk,low
gradient_leakage,fresh_masks_fresh_u_with_pad,base_weight_W.mitigation,Public model weight; ΔW = A B does NOT merge into W.
gradient_leakage,fresh_masks_fresh_u_with_pad,base_weight_W.stage_7_0_status,covered
gradient_leakage,fresh_masks_fresh_u_with_pad,X_tilde.visibility,gpu
gradient_leakage,fresh_masks_fresh_u_with_pad,X_tilde.contains_plaintext,False
gradient_leakage,fresh_masks_fresh_u_with_pad,X_tilde.leakage_risk,low
gradient_leakage,fresh_masks_fresh_u_with_pad,X_tilde.mitigation,Right-mask + optional pad; fresh N_in per call.
gradient_leakage,fresh_masks_fresh_u_with_pad,X_tilde.stage_7_0_status,covered
gradient_leakage,fresh_masks_fresh_u_with_pad,A_tilde / B_tilde.visibility,gpu
gradient_leakage,fresh_masks_fresh_u_with_pad,A_tilde / B_tilde.contains_plaintext,False
gradient_leakage,fresh_masks_fresh_u_with_pad,A_tilde / B_tilde.leakage_risk,medium
gradient_leakage,fresh_masks_fresh_u_with_pad,A_tilde / B_tilde.mitigation,U-mask in rank space; fresh U recommended.
gradient_leakage,fresh_masks_fresh_u_with_pad,A_tilde / B_tilde.stage_7_0_status,covered
gradient_leakage,fresh_masks_fresh_u_with_pad,Y_tilde.visibility,gpu
gradient_leakage,fresh_masks_fresh_u_with_pad,Y_tilde.contains_plaintext,False
gradient_leakage,fresh_masks_fresh_u_with_pad,Y_tilde.leakage_risk,low
gradient_leakage,fresh_masks_fresh_u_with_pad,Y_tilde.mitigation,Right-mask via N_out; recovered only on trusted side.
gradient_leakage,fresh_masks_fresh_u_with_pad,Y_tilde.stage_7_0_status,covered
membership_linkability,unmasked_adapter_baseline,same_sample_distance_mean,0.0
membership_linkability,unmasked_adapter_baseline,different_sample_distance_mean,22.803904148140884
membership_linkability,unmasked_adapter_baseline,membership_auc_proxy,1.0
membership_linkability,unmasked_adapter_baseline,linkability_rank,1.0
membership_linkability,unmasked_adapter_baseline,risk_level,high
membership_linkability,unmasked_adapter_baseline,trials_per_sample,8
membership_linkability,unmasked_adapter_baseline,num_same_pairs,56
membership_linkability,unmasked_adapter_baseline,num_diff_pairs,64
membership_linkability,fixed_masks_fixed_u,same_sample_distance_mean,0.0
membership_linkability,fixed_masks_fixed_u,different_sample_distance_mean,22.80390414814088
membership_linkability,fixed_masks_fixed_u,membership_auc_proxy,1.0
membership_linkability,fixed_masks_fixed_u,linkability_rank,1.0
membership_linkability,fixed_masks_fixed_u,risk_level,high
membership_linkability,fixed_masks_fixed_u,trials_per_sample,8
membership_linkability,fixed_masks_fixed_u,num_same_pairs,56
membership_linkability,fixed_masks_fixed_u,num_diff_pairs,64
membership_linkability,fresh_u_only,same_sample_distance_mean,0.0
membership_linkability,fresh_u_only,different_sample_distance_mean,22.80390414814088
membership_linkability,fresh_u_only,membership_auc_proxy,1.0
membership_linkability,fresh_u_only,linkability_rank,1.0
membership_linkability,fresh_u_only,risk_level,high
membership_linkability,fresh_u_only,trials_per_sample,8
membership_linkability,fresh_u_only,num_same_pairs,56
membership_linkability,fresh_u_only,num_diff_pairs,64
membership_linkability,fresh_masks_fresh_u,same_sample_distance_mean,22.925377552697515
membership_linkability,fresh_masks_fresh_u,different_sample_distance_mean,23.08563249974949
membership_linkability,fresh_masks_fresh_u,membership_auc_proxy,0.5546875
membership_linkability,fresh_masks_fresh_u,linkability_rank,0.109375
membership_linkability,fresh_masks_fresh_u,risk_level,low
membership_linkability,fresh_masks_fresh_u,trials_per_sample,8
membership_linkability,fresh_masks_fresh_u,num_same_pairs,56
membership_linkability,fresh_masks_fresh_u,num_diff_pairs,64
membership_linkability,fresh_masks_fresh_u_with_pad,same_sample_distance_mean,32.14890498499537
membership_linkability,fresh_masks_fresh_u_with_pad,different_sample_distance_mean,32.31910969365359
membership_linkability,fresh_masks_fresh_u_with_pad,membership_auc_proxy,0.5368303571428571
membership_linkability,fresh_masks_fresh_u_with_pad,linkability_rank,0.07366071428571419
membership_linkability,fresh_masks_fresh_u_with_pad,risk_level,low
membership_linkability,fresh_masks_fresh_u_with_pad,trials_per_sample,8
membership_linkability,fresh_masks_fresh_u_with_pad,num_same_pairs,56
membership_linkability,fresh_masks_fresh_u_with_pad,num_diff_pairs,64
interpretation,n/a,linkability_summary,fresh masks reduce membership-style linkability (Δ AUC = +0.463 vs fixed_masks_fixed_u).
interpretation,n/a,rank_visibility_note,LoRA rank r is visible from the shape of A_tilde / B_tilde under all current strategies; rank padding is NOT implemented in Stage 7.0.
interpretation,n/a,trusted_backward_status,training backward remains trusted in Stage 7.0 prototype
interpretation,n/a,merge_adapter_into_w,False
