section,tensor_name,mitigation_bundle,attack,metric,value,notes
permutation_recovery,gate,fresh_perm_plus_sandwich_plus_pad,signature_matching,mean_signature_error,0.028997789170335547,
permutation_recovery,gate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,top1_recovery_rate,0.015625,
permutation_recovery,gate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,top5_recovery_rate,0.0390625,
permutation_recovery,gate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,mean_correct_rank,61.4296875,
permutation_recovery,gate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,iterations,50,
permutation_recovery,gate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,temperature,0.05,
decision,gate,fresh_perm_plus_sandwich_plus_pad,summary,risk_level,low,acceptable_with_mitigation
linear_inverter,up,fresh_perm_plus_sandwich_plus_pad,linear,num_train_samples,358,
linear_inverter,up,fresh_perm_plus_sandwich_plus_pad,linear,num_test_samples,154,
linear_inverter,up,fresh_perm_plus_sandwich_plus_pad,linear,ridge_lambda,0.001,
linear_inverter,up,fresh_perm_plus_sandwich_plus_pad,linear,mse,1.0889476537704468,
linear_inverter,up,fresh_perm_plus_sandwich_plus_pad,linear,relative_l2_error,1.2794162034988403,
linear_inverter,up,fresh_perm_plus_sandwich_plus_pad,linear,cosine_similarity,0.030927130952477455,
mlp_inverter,up,fresh_perm_plus_sandwich_plus_pad,mlp,num_train_samples,358,
mlp_inverter,up,fresh_perm_plus_sandwich_plus_pad,mlp,num_test_samples,154,
mlp_inverter,up,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_steps,200,
mlp_inverter,up,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_lr,0.01,
mlp_inverter,up,fresh_perm_plus_sandwich_plus_pad,mlp,mlp_hidden_size,128,
mlp_inverter,up,fresh_perm_plus_sandwich_plus_pad,mlp,final_train_loss,0.06114152818918228,
mlp_inverter,up,fresh_perm_plus_sandwich_plus_pad,mlp,first_train_loss,0.7075138092041016,
mlp_inverter,up,fresh_perm_plus_sandwich_plus_pad,mlp,mse,1.3377578258514404,
mlp_inverter,up,fresh_perm_plus_sandwich_plus_pad,mlp,relative_l2_error,1.4180684089660645,
mlp_inverter,up,fresh_perm_plus_sandwich_plus_pad,mlp,cosine_similarity,0.04333846643567085,
linkability,up,fresh_perm_plus_sandwich_plus_pad,linkability,visible_vs_plain_cosine,0.0005445186690507607,
linkability,up,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_cosine_visible,0.0008223378820115962,
linkability,up,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_l2_visible,12.979752066845199,
linkability,up,fresh_perm_plus_sandwich_plus_pad,linkability,mean_linkability_rank,234.234375,
permutation_recovery,up,fresh_perm_plus_sandwich_plus_pad,signature_matching,top1_recovery_rate,0.0,
permutation_recovery,up,fresh_perm_plus_sandwich_plus_pad,signature_matching,top5_recovery_rate,0.0390625,
permutation_recovery,up,fresh_perm_plus_sandwich_plus_pad,signature_matching,mean_correct_rank,62.5703125,
permutation_recovery,up,fresh_perm_plus_sandwich_plus_pad,signature_matching,mean_signature_error,0.02821092854438043,
permutation_recovery,up,fresh_perm_plus_sandwich_plus_pad,soft_assignment,top1_recovery_rate,0.015625,
permutation_recovery,up,fresh_perm_plus_sandwich_plus_pad,soft_assignment,top5_recovery_rate,0.0546875,
permutation_recovery,up,fresh_perm_plus_sandwich_plus_pad,soft_assignment,mean_correct_rank,62.9921875,
permutation_recovery,up,fresh_perm_plus_sandwich_plus_pad,soft_assignment,iterations,50,
permutation_recovery,up,fresh_perm_plus_sandwich_plus_pad,soft_assignment,temperature,0.05,
decision,up,fresh_perm_plus_sandwich_plus_pad,summary,risk_level,low,acceptable_with_mitigation
linear_inverter,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linear,num_train_samples,358,
linear_inverter,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linear,num_test_samples,154,
linear_inverter,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linear,ridge_lambda,0.001,
linear_inverter,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linear,mse,0.25044485926628113,
linear_inverter,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linear,relative_l2_error,1.266474723815918,
linear_inverter,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linear,cosine_similarity,0.0129664596170187,
mlp_inverter,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,num_train_samples,358,
mlp_inverter,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,num_test_samples,154,
mlp_inverter,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_steps,200,
mlp_inverter,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_lr,0.01,
mlp_inverter,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,mlp_hidden_size,128,
mlp_inverter,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,final_train_loss,0.0362936332821846,
mlp_inverter,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,first_train_loss,0.154667928814888,
mlp_inverter,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,mse,0.3149915933609009,
mlp_inverter,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,relative_l2_error,1.4203320741653442,
mlp_inverter,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,cosine_similarity,0.008870472200214863,
linkability,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linkability,visible_vs_plain_cosine,0.009651687545415451,
linkability,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_cosine_visible,-0.0009271871435956383,
linkability,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_l2_visible,6.081942025493282,
linkability,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linkability,mean_linkability_rank,218.578125,
permutation_recovery,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,signature_matching,top1_recovery_rate,0.0078125,
permutation_recovery,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,signature_matching,top5_recovery_rate,0.0390625,
permutation_recovery,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,signature_matching,mean_correct_rank,62.1484375,
permutation_recovery,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,signature_matching,mean_signature_error,0.043780517222314935,
permutation_recovery,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,top1_recovery_rate,0.0234375,
permutation_recovery,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,top5_recovery_rate,0.046875,
permutation_recovery,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,mean_correct_rank,63.171875,
permutation_recovery,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,iterations,50,
permutation_recovery,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,temperature,0.05,
decision,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,summary,risk_level,low,acceptable_with_mitigation
linear_inverter,post_island,fresh_perm_plus_sandwich_plus_pad,linear,num_train_samples,358,
linear_inverter,post_island,fresh_perm_plus_sandwich_plus_pad,linear,num_test_samples,154,
linear_inverter,post_island,fresh_perm_plus_sandwich_plus_pad,linear,ridge_lambda,0.001,
linear_inverter,post_island,fresh_perm_plus_sandwich_plus_pad,linear,mse,0.24976685643196106,
linear_inverter,post_island,fresh_perm_plus_sandwich_plus_pad,linear,relative_l2_error,1.1250391006469727,
linear_inverter,post_island,fresh_perm_plus_sandwich_plus_pad,linear,cosine_similarity,0.0319971889257431,
mlp_inverter,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,num_train_samples,358,
mlp_inverter,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,num_test_samples,154,
mlp_inverter,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_steps,200,
mlp_inverter,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_lr,0.01,
mlp_inverter,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,mlp_hidden_size,128,
mlp_inverter,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,final_train_loss,0.03388296812772751,
mlp_inverter,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,first_train_loss,0.2001943737268448,
mlp_inverter,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,mse,0.38199570775032043,
mlp_inverter,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,relative_l2_error,1.3913276195526123,
mlp_inverter,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,cosine_similarity,0.03322962671518326,
linkability,post_island,fresh_perm_plus_sandwich_plus_pad,linkability,visible_vs_plain_cosine,-0.00045861641400873096,
linkability,post_island,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_cosine_visible,0.0020536357779990344,
linkability,post_island,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_l2_visible,4.788216886434814,
linkability,post_island,fresh_perm_plus_sandwich_plus_pad,linkability,mean_linkability_rank,241.1875,
decision,post_island,fresh_perm_plus_sandwich_plus_pad,summary,risk_level,low,acceptable_with_mitigation
linear_inverter,final,fresh_perm_plus_sandwich_plus_pad,linear,num_train_samples,358,
linear_inverter,final,fresh_perm_plus_sandwich_plus_pad,linear,num_test_samples,154,
linear_inverter,final,fresh_perm_plus_sandwich_plus_pad,linear,ridge_lambda,0.001,
linear_inverter,final,fresh_perm_plus_sandwich_plus_pad,linear,mse,1.7236090898513794,
linear_inverter,final,fresh_perm_plus_sandwich_plus_pad,linear,relative_l2_error,1.1219615936279297,
linear_inverter,final,fresh_perm_plus_sandwich_plus_pad,linear,cosine_similarity,0.0056223380379378796,
mlp_inverter,final,fresh_perm_plus_sandwich_plus_pad,mlp,num_train_samples,358,
mlp_inverter,final,fresh_perm_plus_sandwich_plus_pad,mlp,num_test_samples,154,
mlp_inverter,final,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_steps,200,
mlp_inverter,final,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_lr,0.01,
mlp_inverter,final,fresh_perm_plus_sandwich_plus_pad,mlp,mlp_hidden_size,128,
mlp_inverter,final,fresh_perm_plus_sandwich_plus_pad,mlp,final_train_loss,0.34309834241867065,
mlp_inverter,final,fresh_perm_plus_sandwich_plus_pad,mlp,first_train_loss,1.4167795181274414,
mlp_inverter,final,fresh_perm_plus_sandwich_plus_pad,mlp,mse,2.645886182785034,
mlp_inverter,final,fresh_perm_plus_sandwich_plus_pad,mlp,relative_l2_error,1.3900943994522095,
mlp_inverter,final,fresh_perm_plus_sandwich_plus_pad,mlp,cosine_similarity,0.015532775782048702,
linkability,final,fresh_perm_plus_sandwich_plus_pad,linkability,visible_vs_plain_cosine,0.004183677642215295,
linkability,final,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_cosine_visible,-0.0036634421378218284,
linkability,final,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_l2_visible,13.154947881025334,
linkability,final,fresh_perm_plus_sandwich_plus_pad,linkability,mean_linkability_rank,270.265625,
decision,final,fresh_perm_plus_sandwich_plus_pad,summary,risk_level,low,acceptable_with_mitigation
bundle_comparison,boundary_input,summary,delta_or_value,feature_dim,64,
bundle_comparison,boundary_input,summary,delta_or_value,linear_rel_l2_fresh_only,1.119232416152954,
bundle_comparison,boundary_input,summary,delta_or_value,linear_rel_l2_full_bundle,1.119232416152954,
bundle_comparison,boundary_input,summary,delta_or_value,linear_rel_l2_delta,0.0,
bundle_comparison,boundary_input,summary,delta_or_value,mlp_rel_l2_fresh_only,1.3936409950256348,
bundle_comparison,boundary_input,summary,delta_or_value,mlp_rel_l2_full_bundle,1.4114022254943848,
bundle_comparison,boundary_input,summary,delta_or_value,mlp_rel_l2_delta,0.01776123046875,
bundle_comparison,boundary_input,summary,delta_or_value,linkability_cosine_fresh_only,0.0009919794954399222,
bundle_comparison,boundary_input,summary,delta_or_value,linkability_cosine_full_bundle,0.0009919794954399222,
bundle_comparison,boundary_input,summary,delta_or_value,linkability_cosine_delta,0.0,
bundle_comparison,boundary_input,summary,delta_or_value,risk_level_fresh_only,low,
bundle_comparison,boundary_input,summary,delta_or_value,risk_level_full_bundle,low,
bundle_comparison,boundary_input,summary,delta_or_value,recommendation_full_bundle,acceptable_with_mitigation,
bundle_comparison,boundary_input,summary,delta_or_value,math_equivalence_note,"fresh_perm_only and fresh_perm_plus_sandwich_plus_pad both rely on the same per-call fresh N_in / perm / N_out sampling in run_swiglu_mlp_island; the two bundles therefore produce identical numerical traces under this wrapper. The bundle label distinguishes the security posture (default-on candidate vs. not), not the numerical visibility surface.",
bundle_comparison,q,summary,delta_or_value,feature_dim,16,
bundle_comparison,q,summary,delta_or_value,linear_rel_l2_fresh_only,1.0456103086471558,
bundle_comparison,q,summary,delta_or_value,linear_rel_l2_full_bundle,1.0456103086471558,
bundle_comparison,q,summary,delta_or_value,linear_rel_l2_delta,0.0,
bundle_comparison,q,summary,delta_or_value,mlp_rel_l2_fresh_only,1.2255604267120361,
bundle_comparison,q,summary,delta_or_value,mlp_rel_l2_full_bundle,1.2433518171310425,
bundle_comparison,q,summary,delta_or_value,mlp_rel_l2_delta,0.017791390419006348,
bundle_comparison,q,summary,delta_or_value,linkability_cosine_fresh_only,-0.0021049800746825347,
bundle_comparison,q,summary,delta_or_value,linkability_cosine_full_bundle,-0.0021049800746825347,
bundle_comparison,q,summary,delta_or_value,linkability_cosine_delta,0.0,
bundle_comparison,q,summary,delta_or_value,risk_level_fresh_only,low,
bundle_comparison,q,summary,delta_or_value,risk_level_full_bundle,low,
bundle_comparison,q,summary,delta_or_value,recommendation_full_bundle,acceptable_with_mitigation,
bundle_comparison,q,summary,delta_or_value,math_equivalence_note,"fresh_perm_only and fresh_perm_plus_sandwich_plus_pad both rely on the same per-call fresh N_in / perm / N_out sampling in run_swiglu_mlp_island; the two bundles therefore produce identical numerical traces under this wrapper. The bundle label distinguishes the security posture (default-on candidate vs. not), not the numerical visibility surface.",
bundle_comparison,k,summary,delta_or_value,feature_dim,16,
bundle_comparison,k,summary,delta_or_value,linear_rel_l2_fresh_only,1.0405572652816772,
bundle_comparison,k,summary,delta_or_value,linear_rel_l2_full_bundle,1.0405572652816772,
bundle_comparison,k,summary,delta_or_value,linear_rel_l2_delta,0.0,
bundle_comparison,k,summary,delta_or_value,mlp_rel_l2_fresh_only,1.2409279346466064,
bundle_comparison,k,summary,delta_or_value,mlp_rel_l2_full_bundle,1.2301658391952515,
bundle_comparison,k,summary,delta_or_value,mlp_rel_l2_delta,-0.01076209545135498,
bundle_comparison,k,summary,delta_or_value,linkability_cosine_fresh_only,0.015332397853961142,
bundle_comparison,k,summary,delta_or_value,linkability_cosine_full_bundle,0.015332397853961142,
bundle_comparison,k,summary,delta_or_value,linkability_cosine_delta,0.0,
bundle_comparison,k,summary,delta_or_value,risk_level_fresh_only,low,
bundle_comparison,k,summary,delta_or_value,risk_level_full_bundle,low,
bundle_comparison,k,summary,delta_or_value,recommendation_full_bundle,acceptable_with_mitigation,
bundle_comparison,k,summary,delta_or_value,math_equivalence_note,"fresh_perm_only and fresh_perm_plus_sandwich_plus_pad both rely on the same per-call fresh N_in / perm / N_out sampling in run_swiglu_mlp_island; the two bundles therefore produce identical numerical traces under this wrapper. The bundle label distinguishes the security posture (default-on candidate vs. not), not the numerical visibility surface.",
bundle_comparison,v,summary,delta_or_value,feature_dim,16,
bundle_comparison,v,summary,delta_or_value,linear_rel_l2_fresh_only,1.058295488357544,
bundle_comparison,v,summary,delta_or_value,linear_rel_l2_full_bundle,1.058295488357544,
bundle_comparison,v,summary,delta_or_value,linear_rel_l2_delta,0.0,
bundle_comparison,v,summary,delta_or_value,mlp_rel_l2_fresh_only,1.275664210319519,
bundle_comparison,v,summary,delta_or_value,mlp_rel_l2_full_bundle,1.2792775630950928,
bundle_comparison,v,summary,delta_or_value,mlp_rel_l2_delta,0.0036133527755737305,
bundle_comparison,v,summary,delta_or_value,linkability_cosine_fresh_only,-0.010384912399020906,
bundle_comparison,v,summary,delta_or_value,linkability_cosine_full_bundle,-0.010384912399020906,
bundle_comparison,v,summary,delta_or_value,linkability_cosine_delta,0.0,
bundle_comparison,v,summary,delta_or_value,risk_level_fresh_only,low,
bundle_comparison,v,summary,delta_or_value,risk_level_full_bundle,low,
bundle_comparison,v,summary,delta_or_value,recommendation_full_bundle,acceptable_with_mitigation,
bundle_comparison,v,summary,delta_or_value,math_equivalence_note,"fresh_perm_only and fresh_perm_plus_sandwich_plus_pad both rely on the same per-call fresh N_in / perm / N_out sampling in run_swiglu_mlp_island; the two bundles therefore produce identical numerical traces under this wrapper. The bundle label distinguishes the security posture (default-on candidate vs. not), not the numerical visibility surface.",
bundle_comparison,gate,summary,delta_or_value,feature_dim,128,
bundle_comparison,gate,summary,delta_or_value,linear_rel_l2_fresh_only,1.2743675708770752,
bundle_comparison,gate,summary,delta_or_value,linear_rel_l2_full_bundle,1.2743675708770752,
bundle_comparison,gate,summary,delta_or_value,linear_rel_l2_delta,0.0,
bundle_comparison,gate,summary,delta_or_value,mlp_rel_l2_fresh_only,1.4506522417068481,
bundle_comparison,gate,summary,delta_or_value,mlp_rel_l2_full_bundle,1.4308310747146606,
bundle_comparison,gate,summary,delta_or_value,mlp_rel_l2_delta,-0.0198211669921875,
bundle_comparison,gate,summary,delta_or_value,linkability_cosine_fresh_only,0.006256313487832456,
bundle_comparison,gate,summary,delta_or_value,linkability_cosine_full_bundle,0.006256313487832456,
bundle_comparison,gate,summary,delta_or_value,linkability_cosine_delta,0.0,
bundle_comparison,gate,summary,delta_or_value,risk_level_fresh_only,low,
bundle_comparison,gate,summary,delta_or_value,risk_level_full_bundle,low,
bundle_comparison,gate,summary,delta_or_value,recommendation_full_bundle,acceptable_with_mitigation,
bundle_comparison,gate,summary,delta_or_value,math_equivalence_note,"fresh_perm_only and fresh_perm_plus_sandwich_plus_pad both rely on the same per-call fresh N_in / perm / N_out sampling in run_swiglu_mlp_island; the two bundles therefore produce identical numerical traces under this wrapper. The bundle label distinguishes the security posture (default-on candidate vs. not), not the numerical visibility surface.",
bundle_comparison,gate,summary,delta_or_value,permutation_top1_fresh_only,0.015625,
bundle_comparison,gate,summary,delta_or_value,permutation_top1_full_bundle,0.015625,
bundle_comparison,gate,summary,delta_or_value,permutation_top1_delta,0.0,
bundle_comparison,gate,summary,delta_or_value,random_chance_top1,0.0078125,
bundle_comparison,up,summary,delta_or_value,feature_dim,128,
bundle_comparison,up,summary,delta_or_value,linear_rel_l2_fresh_only,1.2794162034988403,
bundle_comparison,up,summary,delta_or_value,linear_rel_l2_full_bundle,1.2794162034988403,
bundle_comparison,up,summary,delta_or_value,linear_rel_l2_delta,0.0,
bundle_comparison,up,summary,delta_or_value,mlp_rel_l2_fresh_only,1.4393303394317627,
bundle_comparison,up,summary,delta_or_value,mlp_rel_l2_full_bundle,1.4180684089660645,
bundle_comparison,up,summary,delta_or_value,mlp_rel_l2_delta,-0.021261930465698242,
bundle_comparison,up,summary,delta_or_value,linkability_cosine_fresh_only,0.0005445186690507607,
bundle_comparison,up,summary,delta_or_value,linkability_cosine_full_bundle,0.0005445186690507607,
bundle_comparison,up,summary,delta_or_value,linkability_cosine_delta,0.0,
bundle_comparison,up,summary,delta_or_value,risk_level_fresh_only,low,
bundle_comparison,up,summary,delta_or_value,risk_level_full_bundle,low,
bundle_comparison,up,summary,delta_or_value,recommendation_full_bundle,acceptable_with_mitigation,
bundle_comparison,up,summary,delta_or_value,math_equivalence_note,"fresh_perm_only and fresh_perm_plus_sandwich_plus_pad both rely on the same per-call fresh N_in / perm / N_out sampling in run_swiglu_mlp_island; the two bundles therefore produce identical numerical traces under this wrapper. The bundle label distinguishes the security posture (default-on candidate vs. not), not the numerical visibility surface.",
bundle_comparison,up,summary,delta_or_value,permutation_top1_fresh_only,0.015625,
bundle_comparison,up,summary,delta_or_value,permutation_top1_full_bundle,0.015625,
bundle_comparison,up,summary,delta_or_value,permutation_top1_delta,0.0,
bundle_comparison,up,summary,delta_or_value,random_chance_top1,0.0078125,
bundle_comparison,swiglu_intermediate,summary,delta_or_value,feature_dim,128,
bundle_comparison,swiglu_intermediate,summary,delta_or_value,linear_rel_l2_fresh_only,1.266474723815918,
bundle_comparison,swiglu_intermediate,summary,delta_or_value,linear_rel_l2_full_bundle,1.266474723815918,
bundle_comparison,swiglu_intermediate,summary,delta_or_value,linear_rel_l2_delta,0.0,
bundle_comparison,swiglu_intermediate,summary,delta_or_value,mlp_rel_l2_fresh_only,1.4075435400009155,
bundle_comparison,swiglu_intermediate,summary,delta_or_value,mlp_rel_l2_full_bundle,1.4203320741653442,
bundle_comparison,swiglu_intermediate,summary,delta_or_value,mlp_rel_l2_delta,0.012788534164428711,
bundle_comparison,swiglu_intermediate,summary,delta_or_value,linkability_cosine_fresh_only,0.009651687545415451,
bundle_comparison,swiglu_intermediate,summary,delta_or_value,linkability_cosine_full_bundle,0.009651687545415451,
bundle_comparison,swiglu_intermediate,summary,delta_or_value,linkability_cosine_delta,0.0,
bundle_comparison,swiglu_intermediate,summary,delta_or_value,risk_level_fresh_only,low,
bundle_comparison,swiglu_intermediate,summary,delta_or_value,risk_level_full_bundle,low,
bundle_comparison,swiglu_intermediate,summary,delta_or_value,recommendation_full_bundle,acceptable_with_mitigation,
bundle_comparison,swiglu_intermediate,summary,delta_or_value,math_equivalence_note,"fresh_perm_only and fresh_perm_plus_sandwich_plus_pad both rely on the same per-call fresh N_in / perm / N_out sampling in run_swiglu_mlp_island; the two bundles therefore produce identical numerical traces under this wrapper. The bundle label distinguishes the security posture (default-on candidate vs. not), not the numerical visibility surface.",
bundle_comparison,swiglu_intermediate,summary,delta_or_value,permutation_top1_fresh_only,0.0234375,
bundle_comparison,swiglu_intermediate,summary,delta_or_value,permutation_top1_full_bundle,0.0234375,
bundle_comparison,swiglu_intermediate,summary,delta_or_value,permutation_top1_delta,0.0,
bundle_comparison,swiglu_intermediate,summary,delta_or_value,random_chance_top1,0.0078125,
bundle_comparison,post_island,summary,delta_or_value,feature_dim,64,
bundle_comparison,post_island,summary,delta_or_value,linear_rel_l2_fresh_only,1.1250391006469727,
bundle_comparison,post_island,summary,delta_or_value,linear_rel_l2_full_bundle,1.1250391006469727,
bundle_comparison,post_island,summary,delta_or_value,linear_rel_l2_delta,0.0,
bundle_comparison,post_island,summary,delta_or_value,mlp_rel_l2_fresh_only,1.3748602867126465,
bundle_comparison,post_island,summary,delta_or_value,mlp_rel_l2_full_bundle,1.3913276195526123,
bundle_comparison,post_island,summary,delta_or_value,mlp_rel_l2_delta,0.01646733283996582,
bundle_comparison,post_island,summary,delta_or_value,linkability_cosine_fresh_only,-0.00045861641400873096,
bundle_comparison,post_island,summary,delta_or_value,linkability_cosine_full_bundle,-0.00045861641400873096,
bundle_comparison,post_island,summary,delta_or_value,linkability_cosine_delta,0.0,
bundle_comparison,post_island,summary,delta_or_value,risk_level_fresh_only,low,
bundle_comparison,post_island,summary,delta_or_value,risk_level_full_bundle,low,
bundle_comparison,post_island,summary,delta_or_value,recommendation_full_bundle,acceptable_with_mitigation,
bundle_comparison,post_island,summary,delta_or_value,math_equivalence_note,"fresh_perm_only and fresh_perm_plus_sandwich_plus_pad both rely on the same per-call fresh N_in / perm / N_out sampling in run_swiglu_mlp_island; the two bundles therefore produce identical numerical traces under this wrapper. The bundle label distinguishes the security posture (default-on candidate vs. not), not the numerical visibility surface.",
bundle_comparison,final,summary,delta_or_value,feature_dim,64,
bundle_comparison,final,summary,delta_or_value,linear_rel_l2_fresh_only,1.1219615936279297,
bundle_comparison,final,summary,delta_or_value,linear_rel_l2_full_bundle,1.1219615936279297,
bundle_comparison,final,summary,delta_or_value,linear_rel_l2_delta,0.0,
bundle_comparison,final,summary,delta_or_value,mlp_rel_l2_fresh_only,1.4117684364318848,
bundle_comparison,final,summary,delta_or_value,mlp_rel_l2_full_bundle,1.3900943994522095,
bundle_comparison,final,summary,delta_or_value,mlp_rel_l2_delta,-0.021674036979675293,
bundle_comparison,final,summary,delta_or_value,linkability_cosine_fresh_only,0.004183677642215295,
bundle_comparison,final,summary,delta_or_value,linkability_cosine_full_bundle,0.004183677642215295,
bundle_comparison,final,summary,delta_or_value,linkability_cosine_delta,0.0,
bundle_comparison,final,summary,delta_or_value,risk_level_fresh_only,low,
bundle_comparison,final,summary,delta_or_value,risk_level_full_bundle,low,
bundle_comparison,final,summary,delta_or_value,recommendation_full_bundle,acceptable_with_mitigation,
bundle_comparison,final,summary,delta_or_value,math_equivalence_note,"fresh_perm_only and fresh_perm_plus_sandwich_plus_pad both rely on the same per-call fresh N_in / perm / N_out sampling in run_swiglu_mlp_island; the two bundles therefore produce identical numerical traces under this wrapper. The bundle label distinguishes the security posture (default-on candidate vs. not), not the numerical visibility surface.",
recommendation,n/a,summary,n/a,default_on_recommendation_full_bundle,acceptable_with_mitigation_under_real_activation_proxy,
recommendation,n/a,summary,n/a,default_on_recommendation_fresh_only,acceptable_with_mitigation_under_real_activation_proxy,
recommendation,n/a,summary,n/a,security_profile_detail_with_real_activation,"real-activation-adaptive-proxy-evaluated, not formal",
