section,scope,tensor_name,mitigation_bundle,attack,metric,value,notes
mlp_inverter,decode,gate,fresh_perm_only,mlp,cosine_similarity,0.17601393163204193,
linkability,decode,gate,fresh_perm_only,linkability,visible_vs_plain_cosine,0.05177014991759718,
linkability,decode,gate,fresh_perm_only,linkability,mean_pairwise_cosine_visible,0.0054687294487222775,
linkability,decode,gate,fresh_perm_only,linkability,mean_pairwise_l2_visible,6.3907614101111125,
linkability,decode,gate,fresh_perm_only,linkability,mean_linkability_rank,12.5,
permutation_recovery,decode,gate,fresh_perm_only,signature_matching,top1_recovery_rate,0.015625,
permutation_recovery,decode,gate,fresh_perm_only,signature_matching,top5_recovery_rate,0.078125,
permutation_recovery,decode,gate,fresh_perm_only,signature_matching,mean_correct_rank,31.890625,
permutation_recovery,decode,gate,fresh_perm_only,signature_matching,mean_signature_error,0.1705802610694425,
permutation_recovery,decode,gate,fresh_perm_only,soft_assignment,top1_recovery_rate,0.015625,
permutation_recovery,decode,gate,fresh_perm_only,soft_assignment,top5_recovery_rate,0.0625,
permutation_recovery,decode,gate,fresh_perm_only,soft_assignment,mean_correct_rank,31.703125,
permutation_recovery,decode,gate,fresh_perm_only,soft_assignment,iterations,50,
permutation_recovery,decode,gate,fresh_perm_only,soft_assignment,temperature,0.05,
decision,decode,gate,fresh_perm_only,summary,risk_level,low,acceptable_with_mitigation_under_real_token_proxy
linear_inverter,decode,up,fresh_perm_only,linear,num_train_samples,22,
linear_inverter,decode,up,fresh_perm_only,linear,num_test_samples,10,
linear_inverter,decode,up,fresh_perm_only,linear,ridge_lambda,0.001,
linear_inverter,decode,up,fresh_perm_only,linear,mse,0.4414863586425781,
linear_inverter,decode,up,fresh_perm_only,linear,relative_l2_error,1.133658528327942,
linear_inverter,decode,up,fresh_perm_only,linear,cosine_similarity,0.06573209911584854,
mlp_inverter,decode,up,fresh_perm_only,mlp,num_train_samples,22,
mlp_inverter,decode,up,fresh_perm_only,mlp,num_test_samples,10,
mlp_inverter,decode,up,fresh_perm_only,mlp,attacker_steps,200,
mlp_inverter,decode,up,fresh_perm_only,mlp,attacker_lr,0.01,
mlp_inverter,decode,up,fresh_perm_only,mlp,mlp_hidden_size,128,
mlp_inverter,decode,up,fresh_perm_only,mlp,final_train_loss,0.0010587881552055478,
mlp_inverter,decode,up,fresh_perm_only,mlp,first_train_loss,0.3315509855747223,
mlp_inverter,decode,up,fresh_perm_only,mlp,mse,0.4037991464138031,
mlp_inverter,decode,up,fresh_perm_only,mlp,relative_l2_error,1.0841923952102661,
mlp_inverter,decode,up,fresh_perm_only,mlp,cosine_similarity,0.1967184841632843,
linkability,decode,up,fresh_perm_only,linkability,visible_vs_plain_cosine,0.008896002390271916,
linkability,decode,up,fresh_perm_only,linkability,mean_pairwise_cosine_visible,-0.0030246742011089036,
linkability,decode,up,fresh_perm_only,linkability,mean_pairwise_l2_visible,6.415221723620739,
linkability,decode,up,fresh_perm_only,linkability,mean_linkability_rank,15.65625,
permutation_recovery,decode,up,fresh_perm_only,signature_matching,top1_recovery_rate,0.03125,
permutation_recovery,decode,up,fresh_perm_only,signature_matching,top5_recovery_rate,0.140625,
permutation_recovery,decode,up,fresh_perm_only,signature_matching,mean_correct_rank,30.828125,
permutation_recovery,decode,up,fresh_perm_only,signature_matching,mean_signature_error,0.14314470008648764,
permutation_recovery,decode,up,fresh_perm_only,soft_assignment,top1_recovery_rate,0.0,
permutation_recovery,decode,up,fresh_perm_only,soft_assignment,top5_recovery_rate,0.078125,
permutation_recovery,decode,up,fresh_perm_only,soft_assignment,mean_correct_rank,31.09375,
permutation_recovery,decode,up,fresh_perm_only,soft_assignment,iterations,50,
permutation_recovery,decode,up,fresh_perm_only,soft_assignment,temperature,0.05,
decision,decode,up,fresh_perm_only,summary,risk_level,low,acceptable_with_mitigation_under_real_token_proxy
linear_inverter,decode,swiglu_intermediate,fresh_perm_only,linear,num_train_samples,22,
linear_inverter,decode,swiglu_intermediate,fresh_perm_only,linear,num_test_samples,10,
linear_inverter,decode,swiglu_intermediate,fresh_perm_only,linear,ridge_lambda,0.001,
linear_inverter,decode,swiglu_intermediate,fresh_perm_only,linear,mse,0.047644324600696564,
linear_inverter,decode,swiglu_intermediate,fresh_perm_only,linear,relative_l2_error,1.3047454357147217,
linear_inverter,decode,swiglu_intermediate,fresh_perm_only,linear,cosine_similarity,-0.07332582026720047,
mlp_inverter,decode,swiglu_intermediate,fresh_perm_only,mlp,num_train_samples,22,
mlp_inverter,decode,swiglu_intermediate,fresh_perm_only,mlp,num_test_samples,10,
mlp_inverter,decode,swiglu_intermediate,fresh_perm_only,mlp,attacker_steps,200,
mlp_inverter,decode,swiglu_intermediate,fresh_perm_only,mlp,attacker_lr,0.01,
mlp_inverter,decode,swiglu_intermediate,fresh_perm_only,mlp,mlp_hidden_size,128,
mlp_inverter,decode,swiglu_intermediate,fresh_perm_only,mlp,final_train_loss,0.00032793369609862566,
mlp_inverter,decode,swiglu_intermediate,fresh_perm_only,mlp,first_train_loss,0.0330197848379612,
mlp_inverter,decode,swiglu_intermediate,fresh_perm_only,mlp,mse,0.04110940545797348,
mlp_inverter,decode,swiglu_intermediate,fresh_perm_only,mlp,relative_l2_error,1.21196711063385,
mlp_inverter,decode,swiglu_intermediate,fresh_perm_only,mlp,cosine_similarity,-0.06831986457109451,
linkability,decode,swiglu_intermediate,fresh_perm_only,linkability,visible_vs_plain_cosine,0.059480474136200334,
linkability,decode,swiglu_intermediate,fresh_perm_only,linkability,mean_pairwise_cosine_visible,-0.0065529610914419785,
linkability,decode,swiglu_intermediate,fresh_perm_only,linkability,mean_pairwise_l2_visible,1.9048337930191945,
linkability,decode,swiglu_intermediate,fresh_perm_only,linkability,mean_linkability_rank,12.15625,
permutation_recovery,decode,swiglu_intermediate,fresh_perm_only,signature_matching,top1_recovery_rate,0.046875,
permutation_recovery,decode,swiglu_intermediate,fresh_perm_only,signature_matching,top5_recovery_rate,0.140625,
permutation_recovery,decode,swiglu_intermediate,fresh_perm_only,signature_matching,mean_correct_rank,30.71875,
permutation_recovery,decode,swiglu_intermediate,fresh_perm_only,signature_matching,mean_signature_error,0.1242772104872199,
permutation_recovery,decode,swiglu_intermediate,fresh_perm_only,soft_assignment,top1_recovery_rate,0.03125,
permutation_recovery,decode,swiglu_intermediate,fresh_perm_only,soft_assignment,top5_recovery_rate,0.109375,
permutation_recovery,decode,swiglu_intermediate,fresh_perm_only,soft_assignment,mean_correct_rank,30.890625,
permutation_recovery,decode,swiglu_intermediate,fresh_perm_only,soft_assignment,iterations,50,
permutation_recovery,decode,swiglu_intermediate,fresh_perm_only,soft_assignment,temperature,0.05,
decision,decode,swiglu_intermediate,fresh_perm_only,summary,risk_level,low,acceptable_with_mitigation_under_real_token_proxy
linear_inverter,decode,post_island,fresh_perm_only,linear,num_train_samples,22,
linear_inverter,decode,post_island,fresh_perm_only,linear,num_test_samples,10,
linear_inverter,decode,post_island,fresh_perm_only,linear,ridge_lambda,0.001,
linear_inverter,decode,post_island,fresh_perm_only,linear,mse,0.05210156366229057,
linear_inverter,decode,post_island,fresh_perm_only,linear,relative_l2_error,1.7098822593688965,
linear_inverter,decode,post_island,fresh_perm_only,linear,cosine_similarity,-0.061929065734148026,
mlp_inverter,decode,post_island,fresh_perm_only,mlp,num_train_samples,22,
mlp_inverter,decode,post_island,fresh_perm_only,mlp,num_test_samples,10,
mlp_inverter,decode,post_island,fresh_perm_only,mlp,attacker_steps,200,
mlp_inverter,decode,post_island,fresh_perm_only,mlp,attacker_lr,0.01,
mlp_inverter,decode,post_island,fresh_perm_only,mlp,mlp_hidden_size,128,
mlp_inverter,decode,post_island,fresh_perm_only,mlp,final_train_loss,6.591877763639786e-07,
mlp_inverter,decode,post_island,fresh_perm_only,mlp,first_train_loss,0.02096332050859928,
mlp_inverter,decode,post_island,fresh_perm_only,mlp,mse,0.02494046464562416,
mlp_inverter,decode,post_island,fresh_perm_only,mlp,relative_l2_error,1.1830226182937622,
mlp_inverter,decode,post_island,fresh_perm_only,mlp,cosine_similarity,0.05346072092652321,
linkability,decode,post_island,fresh_perm_only,linkability,visible_vs_plain_cosine,-0.0036935133589977905,
linkability,decode,post_island,fresh_perm_only,linkability,mean_pairwise_cosine_visible,-0.002595174849789095,
linkability,decode,post_island,fresh_perm_only,linkability,mean_pairwise_l2_visible,1.0264205458062565,
linkability,decode,post_island,fresh_perm_only,linkability,mean_linkability_rank,15.40625,
decision,decode,post_island,fresh_perm_only,summary,risk_level,low,acceptable_with_mitigation_under_real_token_proxy
linear_inverter,decode,final,fresh_perm_only,linear,num_train_samples,22,
linear_inverter,decode,final,fresh_perm_only,linear,num_test_samples,10,
linear_inverter,decode,final,fresh_perm_only,linear,ridge_lambda,0.001,
linear_inverter,decode,final,fresh_perm_only,linear,mse,0.12255892902612686,
linear_inverter,decode,final,fresh_perm_only,linear,relative_l2_error,1.3586020469665527,
linear_inverter,decode,final,fresh_perm_only,linear,cosine_similarity,0.18563589453697205,
mlp_inverter,decode,final,fresh_perm_only,mlp,num_train_samples,22,
mlp_inverter,decode,final,fresh_perm_only,mlp,num_test_samples,10,
mlp_inverter,decode,final,fresh_perm_only,mlp,attacker_steps,200,
mlp_inverter,decode,final,fresh_perm_only,mlp,attacker_lr,0.01,
mlp_inverter,decode,final,fresh_perm_only,mlp,mlp_hidden_size,128,
mlp_inverter,decode,final,fresh_perm_only,mlp,final_train_loss,2.0682455215137452e-05,
mlp_inverter,decode,final,fresh_perm_only,mlp,first_train_loss,0.0825609639286995,
mlp_inverter,decode,final,fresh_perm_only,mlp,mse,0.09276017546653748,
mlp_inverter,decode,final,fresh_perm_only,mlp,relative_l2_error,1.1819539070129395,
mlp_inverter,decode,final,fresh_perm_only,mlp,cosine_similarity,0.28595981001853943,
linkability,decode,final,fresh_perm_only,linkability,visible_vs_plain_cosine,-0.08742666582970929,
linkability,decode,final,fresh_perm_only,linkability,mean_pairwise_cosine_visible,0.07141034533870019,
linkability,decode,final,fresh_perm_only,linkability,mean_pairwise_l2_visible,1.98319671257197,
linkability,decode,final,fresh_perm_only,linkability,mean_linkability_rank,18.90625,
decision,decode,final,fresh_perm_only,summary,risk_level,low,acceptable_with_mitigation_under_real_token_proxy
linear_inverter,prefill,boundary_input,fresh_perm_plus_sandwich_plus_pad,linear,num_train_samples,89,
linear_inverter,prefill,boundary_input,fresh_perm_plus_sandwich_plus_pad,linear,num_test_samples,39,
linear_inverter,prefill,boundary_input,fresh_perm_plus_sandwich_plus_pad,linear,ridge_lambda,0.001,
linear_inverter,prefill,boundary_input,fresh_perm_plus_sandwich_plus_pad,linear,mse,0.15067055821418762,
linear_inverter,prefill,boundary_input,fresh_perm_plus_sandwich_plus_pad,linear,relative_l2_error,1.8044949769973755,
linear_inverter,prefill,boundary_input,fresh_perm_plus_sandwich_plus_pad,linear,cosine_similarity,-0.1595999002456665,
mlp_inverter,prefill,boundary_input,fresh_perm_plus_sandwich_plus_pad,mlp,num_train_samples,89,
mlp_inverter,prefill,boundary_input,fresh_perm_plus_sandwich_plus_pad,mlp,num_test_samples,39,
mlp_inverter,prefill,boundary_input,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_steps,200,
mlp_inverter,prefill,boundary_input,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_lr,0.01,
mlp_inverter,prefill,boundary_input,fresh_perm_plus_sandwich_plus_pad,mlp,mlp_hidden_size,128,
mlp_inverter,prefill,boundary_input,fresh_perm_plus_sandwich_plus_pad,mlp,final_train_loss,0.00041462748777121305,
mlp_inverter,prefill,boundary_input,fresh_perm_plus_sandwich_plus_pad,mlp,first_train_loss,0.036192845553159714,
mlp_inverter,prefill,boundary_input,fresh_perm_plus_sandwich_plus_pad,mlp,mse,0.08390975743532181,
mlp_inverter,prefill,boundary_input,fresh_perm_plus_sandwich_plus_pad,mlp,relative_l2_error,1.346627950668335,
mlp_inverter,prefill,boundary_input,fresh_perm_plus_sandwich_plus_pad,mlp,cosine_similarity,-0.020538441836833954,
linkability,prefill,boundary_input,fresh_perm_plus_sandwich_plus_pad,linkability,visible_vs_plain_cosine,-0.03189217649166203,
linkability,prefill,boundary_input,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_cosine_visible,0.0262663337407888,
linkability,prefill,boundary_input,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_l2_visible,1.3874439776385803,
linkability,prefill,boundary_input,fresh_perm_plus_sandwich_plus_pad,linkability,mean_linkability_rank,64.34375,
decision,prefill,boundary_input,fresh_perm_plus_sandwich_plus_pad,summary,risk_level,low,acceptable_with_mitigation_under_real_token_proxy
linear_inverter,prefill,q,fresh_perm_plus_sandwich_plus_pad,linear,num_train_samples,358,
linear_inverter,prefill,q,fresh_perm_plus_sandwich_plus_pad,linear,num_test_samples,154,
linear_inverter,prefill,q,fresh_perm_plus_sandwich_plus_pad,linear,ridge_lambda,0.001,
linear_inverter,prefill,q,fresh_perm_plus_sandwich_plus_pad,linear,mse,0.32596510648727417,
linear_inverter,prefill,q,fresh_perm_plus_sandwich_plus_pad,linear,relative_l2_error,1.0398166179656982,
linear_inverter,prefill,q,fresh_perm_plus_sandwich_plus_pad,linear,cosine_similarity,0.013274242170155048,
mlp_inverter,prefill,q,fresh_perm_plus_sandwich_plus_pad,mlp,num_train_samples,358,
mlp_inverter,prefill,q,fresh_perm_plus_sandwich_plus_pad,mlp,num_test_samples,154,
mlp_inverter,prefill,q,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_steps,200,
mlp_inverter,prefill,q,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_lr,0.01,
mlp_inverter,prefill,q,fresh_perm_plus_sandwich_plus_pad,mlp,mlp_hidden_size,128,
mlp_inverter,prefill,q,fresh_perm_plus_sandwich_plus_pad,mlp,final_train_loss,0.16849492490291595,
mlp_inverter,prefill,q,fresh_perm_plus_sandwich_plus_pad,mlp,first_train_loss,0.2965860664844513,
mlp_inverter,prefill,q,fresh_perm_plus_sandwich_plus_pad,mlp,mse,0.44021540880203247,
mlp_inverter,prefill,q,fresh_perm_plus_sandwich_plus_pad,mlp,relative_l2_error,1.2083808183670044,
mlp_inverter,prefill,q,fresh_perm_plus_sandwich_plus_pad,mlp,cosine_similarity,-0.02669181115925312,
linkability,prefill,q,fresh_perm_plus_sandwich_plus_pad,linkability,visible_vs_plain_cosine,0.011108505050178083,
linkability,prefill,q,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_cosine_visible,0.013475925920293815,
linkability,prefill,q,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_l2_visible,2.1443401561327664,
linkability,prefill,q,fresh_perm_plus_sandwich_plus_pad,linkability,mean_linkability_rank,229.0,
decision,prefill,q,fresh_perm_plus_sandwich_plus_pad,summary,risk_level,low,acceptable_with_mitigation_under_real_token_proxy
linear_inverter,prefill,k,fresh_perm_plus_sandwich_plus_pad,linear,num_train_samples,179,
linear_inverter,prefill,k,fresh_perm_plus_sandwich_plus_pad,linear,num_test_samples,77,
linear_inverter,prefill,k,fresh_perm_plus_sandwich_plus_pad,linear,ridge_lambda,0.001,
linear_inverter,prefill,k,fresh_perm_plus_sandwich_plus_pad,linear,mse,0.27038127183914185,
linear_inverter,prefill,k,fresh_perm_plus_sandwich_plus_pad,linear,relative_l2_error,1.0253740549087524,
linear_inverter,prefill,k,fresh_perm_plus_sandwich_plus_pad,linear,cosine_similarity,0.1061435118317604,
mlp_inverter,prefill,k,fresh_perm_plus_sandwich_plus_pad,mlp,num_train_samples,179,
mlp_inverter,prefill,k,fresh_perm_plus_sandwich_plus_pad,mlp,num_test_samples,77,
mlp_inverter,prefill,k,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_steps,200,
mlp_inverter,prefill,k,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_lr,0.01,
mlp_inverter,prefill,k,fresh_perm_plus_sandwich_plus_pad,mlp,mlp_hidden_size,128,
mlp_inverter,prefill,k,fresh_perm_plus_sandwich_plus_pad,mlp,final_train_loss,0.09527424722909927,
mlp_inverter,prefill,k,fresh_perm_plus_sandwich_plus_pad,mlp,first_train_loss,0.345406711101532,
mlp_inverter,prefill,k,fresh_perm_plus_sandwich_plus_pad,mlp,mse,0.3816603124141693,
mlp_inverter,prefill,k,fresh_perm_plus_sandwich_plus_pad,mlp,relative_l2_error,1.2182390689849854,
mlp_inverter,prefill,k,fresh_perm_plus_sandwich_plus_pad,mlp,cosine_similarity,0.07460056990385056,
linkability,prefill,k,fresh_perm_plus_sandwich_plus_pad,linkability,visible_vs_plain_cosine,-0.037929304095076014,
linkability,prefill,k,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_cosine_visible,0.008150633557759109,
linkability,prefill,k,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_l2_visible,2.075872454708607,
linkability,prefill,k,fresh_perm_plus_sandwich_plus_pad,linkability,mean_linkability_rank,141.0625,
decision,prefill,k,fresh_perm_plus_sandwich_plus_pad,summary,risk_level,low,acceptable_with_mitigation_under_real_token_proxy
linear_inverter,prefill,v,fresh_perm_plus_sandwich_plus_pad,linear,num_train_samples,179,
linear_inverter,prefill,v,fresh_perm_plus_sandwich_plus_pad,linear,num_test_samples,77,
linear_inverter,prefill,v,fresh_perm_plus_sandwich_plus_pad,linear,ridge_lambda,0.001,
linear_inverter,prefill,v,fresh_perm_plus_sandwich_plus_pad,linear,mse,0.35790008306503296,
linear_inverter,prefill,v,fresh_perm_plus_sandwich_plus_pad,linear,relative_l2_error,1.0659469366073608,
linear_inverter,prefill,v,fresh_perm_plus_sandwich_plus_pad,linear,cosine_similarity,0.027756057679653168,
mlp_inverter,prefill,v,fresh_perm_plus_sandwich_plus_pad,mlp,num_train_samples,179,
mlp_inverter,prefill,v,fresh_perm_plus_sandwich_plus_pad,mlp,num_test_samples,77,
mlp_inverter,prefill,v,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_steps,200,
mlp_inverter,prefill,v,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_lr,0.01,
mlp_inverter,prefill,v,fresh_perm_plus_sandwich_plus_pad,mlp,mlp_hidden_size,128,
mlp_inverter,prefill,v,fresh_perm_plus_sandwich_plus_pad,mlp,final_train_loss,0.08388067781925201,
mlp_inverter,prefill,v,fresh_perm_plus_sandwich_plus_pad,mlp,first_train_loss,0.42393600940704346,
mlp_inverter,prefill,v,fresh_perm_plus_sandwich_plus_pad,mlp,mse,0.4236467182636261,
mlp_inverter,prefill,v,fresh_perm_plus_sandwich_plus_pad,mlp,relative_l2_error,1.1597293615341187,
mlp_inverter,prefill,v,fresh_perm_plus_sandwich_plus_pad,mlp,cosine_similarity,0.20010100305080414,
linkability,prefill,v,fresh_perm_plus_sandwich_plus_pad,linkability,visible_vs_plain_cosine,0.0009477393311092008,
linkability,prefill,v,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_cosine_visible,0.012708341903838223,
linkability,prefill,v,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_l2_visible,2.2289848419658154,
linkability,prefill,v,fresh_perm_plus_sandwich_plus_pad,linkability,mean_linkability_rank,123.0625,
decision,prefill,v,fresh_perm_plus_sandwich_plus_pad,summary,risk_level,low,acceptable_with_mitigation_under_real_token_proxy
linear_inverter,prefill,gate,fresh_perm_plus_sandwich_plus_pad,linear,num_train_samples,89,
linear_inverter,prefill,gate,fresh_perm_plus_sandwich_plus_pad,linear,num_test_samples,39,
linear_inverter,prefill,gate,fresh_perm_plus_sandwich_plus_pad,linear,ridge_lambda,0.001,
linear_inverter,prefill,gate,fresh_perm_plus_sandwich_plus_pad,linear,mse,1.3648735284805298,
linear_inverter,prefill,gate,fresh_perm_plus_sandwich_plus_pad,linear,relative_l2_error,2.0753910541534424,
linear_inverter,prefill,gate,fresh_perm_plus_sandwich_plus_pad,linear,cosine_similarity,-0.012070723809301853,
mlp_inverter,prefill,gate,fresh_perm_plus_sandwich_plus_pad,mlp,num_train_samples,89,
mlp_inverter,prefill,gate,fresh_perm_plus_sandwich_plus_pad,mlp,num_test_samples,39,
mlp_inverter,prefill,gate,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_steps,200,
mlp_inverter,prefill,gate,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_lr,0.01,
mlp_inverter,prefill,gate,fresh_perm_plus_sandwich_plus_pad,mlp,mlp_hidden_size,128,
mlp_inverter,prefill,gate,fresh_perm_plus_sandwich_plus_pad,mlp,final_train_loss,0.00039138676947914064,
mlp_inverter,prefill,gate,fresh_perm_plus_sandwich_plus_pad,mlp,first_train_loss,0.3539799153804779,
mlp_inverter,prefill,gate,fresh_perm_plus_sandwich_plus_pad,mlp,mse,0.5127055048942566,
mlp_inverter,prefill,gate,fresh_perm_plus_sandwich_plus_pad,mlp,relative_l2_error,1.27200186252594,
mlp_inverter,prefill,gate,fresh_perm_plus_sandwich_plus_pad,mlp,cosine_similarity,0.029337888583540916,
linkability,prefill,gate,fresh_perm_plus_sandwich_plus_pad,linkability,visible_vs_plain_cosine,0.04079865085431489,
linkability,prefill,gate,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_cosine_visible,0.03345331136597126,
linkability,prefill,gate,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_l2_visible,6.368632762742599,
linkability,prefill,gate,fresh_perm_plus_sandwich_plus_pad,linkability,mean_linkability_rank,45.90625,
permutation_recovery,prefill,gate,fresh_perm_plus_sandwich_plus_pad,signature_matching,top1_recovery_rate,0.015625,
permutation_recovery,prefill,gate,fresh_perm_plus_sandwich_plus_pad,signature_matching,top5_recovery_rate,0.125,
permutation_recovery,prefill,gate,fresh_perm_plus_sandwich_plus_pad,signature_matching,mean_correct_rank,29.578125,
permutation_recovery,prefill,gate,fresh_perm_plus_sandwich_plus_pad,signature_matching,mean_signature_error,0.11519789946671423,
permutation_recovery,prefill,gate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,top1_recovery_rate,0.03125,
permutation_recovery,prefill,gate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,top5_recovery_rate,0.0625,
permutation_recovery,prefill,gate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,mean_correct_rank,30.78125,
permutation_recovery,prefill,gate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,iterations,50,
permutation_recovery,prefill,gate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,temperature,0.05,
decision,prefill,gate,fresh_perm_plus_sandwich_plus_pad,summary,risk_level,low,acceptable_with_mitigation_under_real_token_proxy
linear_inverter,prefill,up,fresh_perm_plus_sandwich_plus_pad,linear,num_train_samples,89,
linear_inverter,prefill,up,fresh_perm_plus_sandwich_plus_pad,linear,num_test_samples,39,
linear_inverter,prefill,up,fresh_perm_plus_sandwich_plus_pad,linear,ridge_lambda,0.001,
linear_inverter,prefill,up,fresh_perm_plus_sandwich_plus_pad,linear,mse,1.1985763311386108,
linear_inverter,prefill,up,fresh_perm_plus_sandwich_plus_pad,linear,relative_l2_error,1.876255750656128,
linear_inverter,prefill,up,fresh_perm_plus_sandwich_plus_pad,linear,cosine_similarity,0.12534099817276,
mlp_inverter,prefill,up,fresh_perm_plus_sandwich_plus_pad,mlp,num_train_samples,89,
mlp_inverter,prefill,up,fresh_perm_plus_sandwich_plus_pad,mlp,num_test_samples,39,
mlp_inverter,prefill,up,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_steps,200,
mlp_inverter,prefill,up,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_lr,0.01,
mlp_inverter,prefill,up,fresh_perm_plus_sandwich_plus_pad,mlp,mlp_hidden_size,128,
mlp_inverter,prefill,up,fresh_perm_plus_sandwich_plus_pad,mlp,final_train_loss,0.0004964901600033045,
mlp_inverter,prefill,up,fresh_perm_plus_sandwich_plus_pad,mlp,first_train_loss,0.3469143509864807,
mlp_inverter,prefill,up,fresh_perm_plus_sandwich_plus_pad,mlp,mse,0.4534512162208557,
mlp_inverter,prefill,up,fresh_perm_plus_sandwich_plus_pad,mlp,relative_l2_error,1.1540495157241821,
mlp_inverter,prefill,up,fresh_perm_plus_sandwich_plus_pad,mlp,cosine_similarity,0.14380060136318207,
linkability,prefill,up,fresh_perm_plus_sandwich_plus_pad,linkability,visible_vs_plain_cosine,0.03118259411195677,
linkability,prefill,up,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_cosine_visible,0.04706431014722476,
linkability,prefill,up,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_l2_visible,6.293158959234033,
linkability,prefill,up,fresh_perm_plus_sandwich_plus_pad,linkability,mean_linkability_rank,62.140625,
permutation_recovery,prefill,up,fresh_perm_plus_sandwich_plus_pad,signature_matching,top1_recovery_rate,0.015625,
permutation_recovery,prefill,up,fresh_perm_plus_sandwich_plus_pad,signature_matching,top5_recovery_rate,0.046875,
permutation_recovery,prefill,up,fresh_perm_plus_sandwich_plus_pad,signature_matching,mean_correct_rank,32.03125,
permutation_recovery,prefill,up,fresh_perm_plus_sandwich_plus_pad,signature_matching,mean_signature_error,0.12828160109476697,
permutation_recovery,prefill,up,fresh_perm_plus_sandwich_plus_pad,soft_assignment,top1_recovery_rate,0.015625,
permutation_recovery,prefill,up,fresh_perm_plus_sandwich_plus_pad,soft_assignment,top5_recovery_rate,0.09375,
permutation_recovery,prefill,up,fresh_perm_plus_sandwich_plus_pad,soft_assignment,mean_correct_rank,31.765625,
permutation_recovery,prefill,up,fresh_perm_plus_sandwich_plus_pad,soft_assignment,iterations,50,
permutation_recovery,prefill,up,fresh_perm_plus_sandwich_plus_pad,soft_assignment,temperature,0.05,
decision,prefill,up,fresh_perm_plus_sandwich_plus_pad,summary,risk_level,low,acceptable_with_mitigation_under_real_token_proxy
linear_inverter,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linear,num_train_samples,89,
linear_inverter,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linear,num_test_samples,39,
linear_inverter,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linear,ridge_lambda,0.001,
linear_inverter,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linear,mse,0.12439155578613281,
linear_inverter,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linear,relative_l2_error,2.1047592163085938,
linear_inverter,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linear,cosine_similarity,-0.052661750465631485,
mlp_inverter,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,num_train_samples,89,
mlp_inverter,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,num_test_samples,39,
mlp_inverter,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_steps,200,
mlp_inverter,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_lr,0.01,
mlp_inverter,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,mlp_hidden_size,128,
mlp_inverter,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,final_train_loss,4.9906222557183355e-05,
mlp_inverter,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,first_train_loss,0.03949468210339546,
mlp_inverter,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,mse,0.045237667858600616,
mlp_inverter,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,relative_l2_error,1.2692787647247314,
mlp_inverter,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,cosine_similarity,0.009190519340336323,
